,Fall,College,Total,Male,Female,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
12365,2017,LAS,53,20,33,21,8.0,1.0,2.0,0.0,0.0,3.0,18.0,2.0,1.0,0.0,10.0,13,40.0
12366,2016,LAS,55,22,33,26,5.0,1.0,4.0,0.0,0.0,3.0,16.0,2.0,1.0,0.0,7.0,15,40.0
12367,2015,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
12368,2015,LAS,54,21,33,25,5.0,1.0,5.0,0.0,0.0,3.0,15.0,2.0,1.0,0.0,7.0,15,39.0
12369,2014,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
12370,2014,LAS,53,20,33,25,3.0,1.0,4.0,0.0,0.0,3.0,16.0,2.0,1.0,0.0,5.0,15,38.0
12371,2013,LAS,52,24,28,25,3.0,1.0,3.0,1.0,0.0,2.0,16.0,2.0,2.0,0.0,0.0,10,42.0
12372,2012,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
12373,2012,LAS,58,24,34,30,3.0,1.0,3.0,1.0,0.0,0.0,19.0,1.0,1.0,0.0,0.0,13,45.0
12374,2011,LAS,60,21,39,29,3.0,1.0,6.0,1.0,0.0,1.0,17.0,1.0,1.0,0.0,0.0,12,48.0
12375,2010,LAS,67,24,43,29,5.0,2.0,5.0,1.0,0.0,1.0,21.0,2.0,1.0,0.0,0.0,16,51.0
12376,2009,LAS,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
12377,2009,LAS,2,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
12378,2009,LAS,64,26,38,31,3.0,2.0,4.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,13,51.0
12379,2008,LAS,3,1,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
12380,2008,LAS,69,31,38,33,3.0,2.0,4.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,14,55.0
12381,2007,LAS,2,1,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
12382,2007,LAS,69,31,38,32,3.0,1.0,5.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,11,58.0
12383,2006,LAS,2,0,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
12384,2006,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
12385,2006,LAS,72,32,40,33,3.0,1.0,6.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,10,62.0
12386,2005,LAS,3,0,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
12387,2005,LAS,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
12388,2005,LAS,82,36,46,41,5.0,1.0,5.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,12,70.0
12389,2004,LAS,10,5,5,6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0
12390,2004,LAS,2,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
12391,2004,LAS,65,25,40,34,7.0,1.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,8,57.0
12392,1980,LAS,59,34,25,51,0.0,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,22,37.0
12393,1981,LAS,61,33,28,52,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,27,34.0
12394,1982,LAS,73,40,33,63,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,38,35.0
12395,1983,LAS,67,37,30,63,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,41,26.0
12396,1984,LAS,65,42,23,57,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,38,27.0
12397,1985,LAS,59,36,23,47,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,34,25.0
12398,1986,LAS,60,38,22,48,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,40,20.0
12399,1987,LAS,63,37,26,47,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,36,27.0
12400,1988,LAS,62,39,23,45,1.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,29,33.0
12401,1989,LAS,63,35,28,42,2.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,25,38.0
12402,1990,LAS,69,39,30,43,3.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,22,47.0
12403,1991,LAS,69,43,26,41,3.0,0.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,18,51.0
12404,1992,LAS,60,39,21,34,0.0,0.0,1.0,1.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,12,48.0
12405,1993,LAS,72,44,28,44,3.0,0.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,19,53.0
12406,1994,LAS,73,47,26,44,4.0,0.0,4.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,18,55.0
12407,1995,LAS,79,51,28,48,7.0,3.0,4.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,35,44.0
12408,1996,LAS,61,36,25,36,8.0,1.0,4.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,24,37.0
12409,1997,LAS,65,37,28,38,7.0,2.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,26,39.0
12410,1998,LAS,56,32,24,32,6.0,1.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,21,35.0
12411,1999,LAS,54,24,30,27,6.0,1.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,17,37.0
12412,2000,LAS,52,26,26,27,4.0,1.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,12,40.0
12413,2001,LAS,49,23,26,27,2.0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,7,42.0
12414,2002,LAS,52,25,27,30,1.0,1.0,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,9,43.0
12415,2003,LAS,60,23,37,32,4.0,1.0,2.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,10,50.0
12416,2018,Education,26,6,20,16,4.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,5.0,25,1.0
12417,2018,Education,13,3,10,5,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,12,1.0
12418,2018,Education,35,10,25,20,2.0,4.0,7.0,0.0,0.0,2.0,0.0,6.0,2.0,1.0,2.0,34,1.0
12419,2018,Education,4,0,4,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0
12420,2018,Education,4,1,3,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0
12421,2017,Education,16,2,14,7,1.0,1.0,4.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,15,1.0
12422,2017,Education,7,2,5,3,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,7,0.0
12423,2017,Education,41,9,32,30,3.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,41,0.0
12424,2017,Education,4,0,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0.0
12425,2017,Education,8,4,4,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0
12426,2016,Education,5,1,4,2,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,5,0.0
12427,2016,Education,27,7,20,19,3.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,27,0.0
12428,2016,Education,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
12429,2016,Education,3,0,3,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
12430,1980,ACES,103,2,101,98,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,1.0
12431,1981,ACES,98,2,96,90,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,0.0
12432,1982,ACES,125,1,124,120,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,1.0
12433,1983,ACES,141,4,137,132,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,1.0
12434,1984,ACES,165,5,160,153,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164,1.0
12435,1985,ACES,192,5,187,182,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,4.0
12436,1986,ACES,160,3,157,147,3.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,6.0
12437,1987,ACES,127,4,123,120,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,5.0
12438,1988,ACES,117,2,115,106,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,5.0
12439,1989,ACES,117,5,112,99,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,5.0
12440,1990,ACES,114,8,106,98,7.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,112,2.0
12441,1991,ACES,101,2,99,82,11.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,1.0
12442,1992,ACES,102,8,94,77,15.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100,2.0
12443,1993,ACES,103,2,101,70,20.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,100,3.0
12444,1994,ACES,77,4,73,57,10.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,73,4.0
12445,1995,ACES,72,4,68,63,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,1.0
12446,1996,ACES,78,6,72,65,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,2.0
12447,1997,ACES,22,0,22,17,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20,2.0
12448,1998,ACES,7,0,7,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0
12449,2018,LAS,23,8,15,7,2.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,3.0,4,19.0
12450,2017,LAS,20,5,15,4,2.0,1.0,1.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2.0,2,18.0
12451,2016,LAS,22,10,12,9,2.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2.0,7,15.0
12452,2015,LAS,25,12,13,10,3.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,7,18.0
12453,2014,LAS,22,10,12,11,3.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,8,14.0
12454,2013,LAS,19,9,10,10,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7,12.0
12455,2012,LAS,16,8,8,9,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6,10.0
12456,2011,LAS,31,15,16,15,3.0,1.0,2.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,10,21.0
12457,2010,LAS,36,15,21,14,2.0,2.0,3.0,0.0,0.0,1.0,14.0,2.0,0.0,0.0,0.0,10,26.0
12458,2009,LAS,31,13,18,10,2.0,1.0,3.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,7,24.0
12459,2008,LAS,31,13,18,10,2.0,1.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,6,25.0
12460,2007,LAS,37,17,20,12,2.0,1.0,5.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6,31.0
12461,2006,LAS,35,19,16,10,4.0,1.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7,28.0
12462,2005,LAS,2,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
12463,2005,LAS,35,20,15,7,4.0,2.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,9,26.0
12464,2004,LAS,10,4,6,6,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0
12465,2004,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
12466,2004,LAS,32,23,9,8,4.0,1.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,8,24.0
12467,1980,LAS,57,43,14,41,3.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,28,29.0
12468,1981,LAS,60,41,19,47,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,34,26.0
12469,1982,LAS,56,40,16,39,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,28,28.0
12470,1983,LAS,56,38,18,39,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,28,28.0
12471,1984,LAS,54,35,19,31,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,26,28.0
12472,1985,LAS,59,41,18,35,2.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,29,30.0
12473,1986,LAS,49,36,13,30,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,26,23.0
12474,1987,LAS,58,38,20,33,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,27,31.0
12475,1988,LAS,60,39,21,33,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,28,32.0
12476,1989,LAS,58,35,23,31,5.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,23,35.0
12477,1990,LAS,60,34,26,28,4.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,22,38.0
12478,1991,LAS,61,36,25,27,4.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,22,39.0
12479,1992,LAS,51,31,20,20,2.0,0.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,20,31.0
12480,1993,LAS,53,33,20,23,1.0,0.0,1.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,21,32.0
12481,1994,LAS,46,28,18,17,3.0,0.0,1.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,15,31.0
12482,1995,LAS,51,32,19,18,5.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,17,34.0
12483,1996,LAS,54,36,18,20,8.0,1.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,22,32.0
12484,1997,LAS,50,31,19,16,7.0,1.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,21,29.0
12485,1998,LAS,46,30,16,20,7.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,22,24.0
12486,1999,LAS,42,25,17,19,7.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,20,22.0
12487,2000,LAS,40,25,15,15,6.0,1.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,15,25.0
12488,2001,LAS,40,25,15,13,7.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,14,26.0
12489,2002,LAS,35,23,12,8,6.0,1.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,11,24.0
12490,2003,LAS,40,26,14,9,6.0,1.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,12,28.0
12491,2018,LAS,813,373,440,372,251.0,31.0,79.0,0.0,1.0,38.0,37.0,41.0,7.0,8.0,289.0,727,86.0
12492,2018,LAS,61,20,41,27,22.0,0.0,6.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,24.0,54,7.0
12493,2018,LAS,73,22,51,33,29.0,2.0,2.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,32.0,66,7.0
12494,2018,LAS,6,3,3,2,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5,1.0
12495,2017,LAS,870,415,455,390,281.0,38.0,87.0,0.0,0.0,34.0,38.0,48.0,7.0,4.0,316.0,787,83.0
12496,2017,LAS,59,20,39,24,22.0,0.0,5.0,0.0,0.0,3.0,4.0,2.0,1.0,0.0,24.0,49,10.0
12497,2017,LAS,65,25,40,32,25.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,25.0,59,6.0
12498,2017,LAS,8,2,6,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8,0.0
12499,2016,LAS,858,401,457,398,266.0,47.0,84.0,0.0,0.0,23.0,39.0,52.0,4.0,4.0,288.0,770,88.0
12500,2016,LAS,85,29,56,34,31.0,2.0,7.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,35.0,74,11.0
12501,2016,LAS,45,19,26,27,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,40,5.0
12502,2016,LAS,9,4,5,4,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,8,1.0
12503,2015,LAS,5,3,2,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5,0.0
12504,2015,LAS,39,18,21,18,13.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,14.0,32,7.0
12505,2015,LAS,110,55,55,57,31.0,3.0,5.0,0.0,0.0,6.0,8.0,5.0,0.0,1.0,35.0,100,10.0
12506,2015,LAS,887,441,446,421,268.0,44.0,86.0,0.0,0.0,21.0,42.0,48.0,3.0,3.0,291.0,813,74.0
12507,2014,LAS,5,3,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5,0.0
12508,2014,LAS,43,17,26,24,11.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,12.0,38,5.0
12509,2014,LAS,96,40,56,46,34.0,3.0,4.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,35.0,85,11.0
12510,2014,LAS,951,492,459,466,284.0,45.0,75.0,0.0,1.0,23.0,51.0,51.0,4.0,4.0,307.0,867,84.0
12511,2013,LAS,8,5,3,3,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1.0
12512,2013,LAS,76,34,42,37,28.0,1.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,68,8.0
12513,2013,LAS,49,20,29,28,12.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,46,3.0
12514,2013,LAS,1042,543,499,537,303.0,49.0,75.0,2.0,3.0,20.0,49.0,56.0,8.0,0.0,0.0,957,85.0
12515,2012,LAS,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0.0
12516,2012,LAS,49,28,21,25,18.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,42,7.0
12517,2012,LAS,7,3,4,3,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0
12518,2012,LAS,46,18,28,28,7.0,3.0,1.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,0.0,43,3.0
12519,2012,LAS,1010,520,490,553,270.0,52.0,61.0,3.0,4.0,16.0,46.0,59.0,7.0,0.0,0.0,932,78.0
12520,2011,LAS,8,3,5,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0.0
12521,2011,LAS,53,26,27,28,24.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52,1.0
12522,2011,LAS,62,35,27,33,17.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,59,3.0
12523,2011,LAS,928,491,437,504,242.0,52.0,51.0,1.0,6.0,14.0,50.0,56.0,2.0,0.0,0.0,852,76.0
12524,2010,LAS,41,18,23,23,16.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,39,2.0
12525,2010,LAS,10,6,4,4,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,0.0
12526,2010,LAS,73,37,36,35,25.0,2.0,3.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,69,4.0
12527,2010,LAS,906,467,439,496,256.0,48.0,42.0,0.0,4.0,22.0,31.0,52.0,4.0,0.0,0.0,847,59.0
12528,2009,LAS,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
12529,2009,LAS,3,2,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
12530,2009,LAS,53,35,18,31,16.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,49,4.0
12531,2009,LAS,81,35,46,37,34.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,76,5.0
12532,2009,LAS,903,451,449,513,262.0,34.0,47.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,849,54.0
12533,2008,LAS,3,2,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0
12534,2008,LAS,51,20,31,23,21.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,47,4.0
12535,2008,LAS,955,477,476,554,277.0,33.0,40.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,893,62.0
12536,2007,LAS,5,2,3,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
12537,2007,LAS,911,452,458,548,234.0,44.0,32.0,3.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,855,56.0
12538,2006,LAS,5,1,4,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0
12539,2006,LAS,938,434,502,578,233.0,42.0,34.0,2.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,875,63.0
12540,2005,LAS,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0
12541,2005,LAS,12,5,7,5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0
12542,2005,LAS,781,319,461,489,184.0,36.0,34.0,2.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,730,51.0
12543,2004,LAS,690,293,397,430,169.0,31.0,29.0,4.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,637,53.0
12544,2002,LAS,5,4,1,2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1,4.0
12545,2003,LAS,22,13,9,11,3.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7,15.0
12546,2018,LAS,27,12,15,9,0.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,0.0,3,24.0
12547,2017,LAS,38,16,22,14,3.0,0.0,2.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,4.0,5,33.0
12548,2016,LAS,34,12,22,6,6.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,7.0,2,32.0
12549,2015,LAS,34,16,18,10,2.0,1.0,1.0,0.0,0.0,1.0,19.0,2.0,0.0,0.0,3.0,2,32.0
12550,2014,LAS,22,13,9,5,1.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,2,20.0
12551,2013,LAS,57,22,35,20,4.0,1.0,3.0,0.0,0.0,1.0,28.0,1.0,0.0,0.0,0.0,15,42.0
12552,2012,LAS,33,13,20,11,4.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,1.0,0.0,0.0,5,28.0
12553,2011,LAS,38,23,15,17,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,4,34.0
12554,2010,LAS,36,16,20,13,4.0,0.0,3.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,4,32.0
12555,2009,LAS,61,30,31,26,4.0,1.0,6.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,22,39.0
12556,2008,LAS,31,16,15,15,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,8,23.0
12557,2007,LAS,24,11,13,7,2.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5,19.0
12558,2006,LAS,45,15,30,19,4.0,1.0,3.0,1.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,12,33.0
12559,2005,LAS,18,10,8,9,2.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5,13.0
12560,2004,LAS,12,7,5,6,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5,7.0
12561,1980,Applied Health Sciences,33,3,30,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0
12562,1981,Applied Health Sciences,33,7,26,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0
12563,1982,Applied Health Sciences,23,2,21,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0
12564,1983,Applied Health Sciences,11,0,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0
12565,1984,Applied Health Sciences,2,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0
12566,1980,Applied Health Sciences,28,14,14,27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,2.0
12567,1981,Applied Health Sciences,25,8,17,23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1.0
